id,question,content,category,source
1219,Нету команды в личном кабинете.,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1220,привязать сотрудников магазина,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1221,Не вижу в личный кабинет команду,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1222,"Я директор Алусова Румия Камзаевна, в личном кабинете не отражается моя команда и нет возможности создать заявки на сотрудников","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1223,В личном кабинете директора нет моей команды,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1224,"в личном кабинете исчезли все задвчи и заявки, так же исчезла вкладка ""моя команда"" с сотрудниками","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1225,В личном кабинете отсутвует список подчиненных,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1226,В личном кабинете нет сотрудников. Не могу на них создавать заявки,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1227,"не работает личный кабинет, не могу создать заявку на сотрудника ""учет рабочего времени, табель""","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1228,"не работает личный кабинет, нет моей команды. нет возможности уволить сотрудника и провести изменения характера работы","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1229,"У меня проблема с личным кабинетом , не отображается команда.","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1230,"оформлена совместителем ДМ на магазине, в личном кабинете не отображается моя команда,нет возможности создать заявку на оформление сотрудников","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1231,"Здравствуйте, я директор магазина, прозошел сбой на портале не могу создать заявку на перевод.Не могу найти команду","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1232,в личном кабинете не прогружена Моя команда. Личный кабинет настроен как на адм. Нет доступа ДМ,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1233,"Не могу сделать заявку на сотрудника, нет привязки","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1234,не отображается моя команда,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1235,не отображается данные команды в личном кабинете,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1236,У директоров магазинов нет возможности создавать заявки на сотрудников,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1237,не привязана команда,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1238,Доступ дм,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1239,"Нет вкладки ""Команда"", нет сотрудников?","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1240,НЕ отображаются сотрудники в личном кабинете,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1241,"В личном кабинете,в разделе Моя команда отсутствуют подтемы. которые были раньше. Например список сотрудников.","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1242,У меня пропала команда из личного кабинета. НЕ могу составить заявки на сотрудников.,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1243,не все функции,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1244,"Сотрудник числиться в табеле как продавец-кассир, но в личный кабинет ДМ в штате не отображается при создании заявки","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1245,исчезли вкладки в личном кабинете,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1246,пропал доступ к заявкам в личном кабинете директора,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1247,"нет в личном кабинете-моя команда сотрудников,и в заявках тоже ничего нет-не могу сделать заявку на декретницу","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1248,Не могу создать заявку на сотрудника,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1249,переведена на должность директора в личный кабинет до сих пор не поступают заявки на сотрудников,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1250,"я ДМ и не могу создать заявку на увольнение сотрудника в своем личном кабинете, по причине того, что вкладка Команда у меня пустая","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1251,У меня пропало в личном кабинете вкладка на мою команду и я не могу создать заявки на сотрудников.,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1252,На портале пропали все разделы создания заявок на сотрудника.,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1253,Изменить состав Моя команда в личный кабинет,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1254,нет моей команды,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1255,не могу создать заявки на сотрудника .открыть табель,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1256,нет сотрудников в моей команде,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1257,В личном кабинете в Моя Команда нет сотрудника,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1258,"В разделе Команда я не являюсь руководителем,поэтому отсутсвуют подчиненные","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1259,в личном кабинете директора не все бизнес процессы,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1260,"У Директора магазина нет информации о сотрудниках в разделе ""моя команда""","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1261,"сотрудник со своего личный кабинет отправил заявку на перенос планового отпуска. Пришло уведомление, что данная заявка находится у меня в Задачах. А ее там не. Список задач пуст. Список сотрудников в разделе Команда тоже пустой.","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1262,В личный кабинет отсутствуют некоторые функции.например Моя команда,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1263,в разделе Команда отсуцтвуют сотрудники,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1264,не корректно выгружается личный кабинет. Не показывает задачи для отработки и мою команду,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1265,"в личном кабинете исчезла графа, о передачи документов в архив","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1266,"Не работает личный кабинет . Невозможно создать заявку на сотрудника , не показывает вкладку моя команда","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1267,"не корректно работает личный кабинет, не выгружаються черновики на прием сотрудника из системы Skillaz, так же в разделе команда отсутствует несколько вкладок.","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1268,"В личный кабинет директора в разделе ""Команда"" отсутствует вкладка ""График работы сотрудников""","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1269,не могу создать заявку на сотрудника отсутствуют разделы табельный учет и рабочее время,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1270,"не все разделы в ""создать заявку на сотрудника""","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1271,Не все заявки доступны в личном кабинете директора,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1272,в личном кабинете во вкладке совместительство не показывает сотрудников и нельзя сделать заявку,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1273,прошу открыть права дм в личный кабинет,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1274,"В личном кабинете не отображаются активные клавиши заявка на сотрудника, нет задач на согласование отпуска сотрудникам","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1275,не могу создать заявку на сотрудника в личном кабинете,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1276,не вижу моя команда,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1277,"В личный кабинет нет моей команды, невозможно делать заявки.","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1278,Моя команда,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1279,"Я директор магазина. Не могу создать заявку на сотрудника,а так же не вижу мою команду.","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1280,Не отображаются сотрудники магазина в разделе моя команда,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1281,не подтягивается команда в личный кабинет директора,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1282,Нет сотрудников в личный кабинет,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1283,"У меня убрали в моих сервисах, роль _ Команда (скидывать пароль водителям), являюсь НАК - АТП, прошу вернуть данную роль, так как это острая необходимость.","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1284,нет графиков работы сотрудников,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1285,"В личный кабинет директора магазина, нет функционала на сотрудников","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1286,Я ДМ магазина не могу создавать заявки в личный кабинет на сотрудников,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1287,нет привязки сотрудников.,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1288,"Я совместитель, нге могу создать заявку не сотрудников данного магазина, я их не вижу для заявки, высвечиваются сотрудники только основного магазина","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1289,не привязана команда магазина к диретору,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1290,"не приходит создание заявки в личный кабинет, нет моей команды, нет возможности создать заявку на увольнение","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1291,У меня в личном кабинете нет команды(сотрудников).,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1292,не могу создать заявку на совместительство на сотрудника нет вкладок,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1293,Личный кабинет перестал отражать мою команду,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1294,НЕ вижу в личный кабинет мою команду,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1295,У сотрудника ДМ магазина в Личном кабинете не отображаются сотрудники . Никаких привязок нет . Не может сделать заявки .,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1296,Неполный функционал личный кабинет директора магазина,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1297,"Нет раздела ""заявка на сотрудника""","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1298,Нет сотрудников в команде,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1299,Не могу создать заявку на своих сотрудников,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1300,Не вижу сотрудников в команде,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1301,У ДМ нет доступа к команде и кадровым вопросам сотрудников,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1302,В связи с переводом на другую должность в личный кабинет нет отоброжаются сотрудники,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1303,"команда также не активно , скрин во вложении","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1304,заявку по сотруднику создать невозможно.пишут обратиться в поддержку,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1305,"Нет возможности создать заявку на сотрудников, в разделе "" Моя команда"" отсутствуют сотрудники","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1306,"не могу создавать заявки на сотрудников,не вижу свою команду","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1307,в личный кабинет нет доступа для заяврк на сотрудников магазина,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1308,добрый день.не могу создать заявку на сотрудника не прогружаются данный по сотруднику,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1309,не могу составить заявки на сотрудников,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1310,нет команды в личном кабинете,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1311,"не могу создать заявки на сотрудников как директор , скрин во вложении","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1312,"У меня пропали вкладка ""сотрудники"" в моих сервисах.","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1313,"Добрый день. пропала вкладка ""Моя команда"" в личном кабинете.","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1314,нет команды в личном кабинете дм,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1315,"По выходу с декретного отпуска личный кабинет не обновляется нет графика сотрудников,нет отпусков сотрудников,не активны задачи,заявки. сейчас нужно оформить сотрудника в декретный отпуск у меня нет этого раздела","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1316,не могу создать заявку на перевод сотрудника,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1317,"Нет функционала в личный кабинет по Заявкам на персонал. Прошу добавить. Нет возможности для создания заявок по табелю, заказать справки, по отпускам и т.д.","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1318,По новоой структуре от 01.04. у меня в штатке должно было добавиться 10 новых должностей. Но в личный кабинет их не вижу,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1319,нет команды,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1320,не отображается команда в личном кабинете,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1321,не верно привязаны подчиненные,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1322,немогу создать заявки на сотрудников,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1323,ДОБРЫЙ ДЕНЬ ПОЧЕМУ НЕ МОГУ СОЗДАТЬ ЗАЯВКУ НА СОТРУДНИКОВ,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1324,Не вижу в личном кабинете сотрудников. Не могу сделать заявки по сотрудникам,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1325,В ЛИЧНОМ КАБИНЕТЕ НЕ ВЫСВЕЧИВАЕТСЯ МОЯ КОМАНДА.НЕ МОГУ СОЗДАТЬ ЗАЯВКУ НА СОТРУДНИКА,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1326,Невозможно создать заявку на сотрудника по вопросу табель.,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1327,В моей команде в личный кабинет отсутствую сотрудники,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1328,нет возможности создать заявку на сотрудника и нет моей команды.,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1329,при переводе на другую должность данные по магазину и по сотрудникам пропали из личного кабинета,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1330,команда,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1331,нету разделов создания заявок на сотрудника\,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1332,Не могу создать заявку на сотрудника. не отображается команда,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1333,Необходим полны доступ в кабинете :на данный момент нет заявки на сотрудников.,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1334,в личном кабинете нет вкладки создать заявку на сотрудника. во вкалдке команда только нпс и достижение,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1335,После прогрузки категории ДМ нет привязки сотрудников в личном кабинете,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1336,"не корректная работа личного кабинета, после добавления категории","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1337,"В Личном кабинете директора магазина нет вкладки ""передать документы в архив"". Нет привязки в ""Моя команда"".","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1338,"После перевода с 1 категории на 2 категорию, не могу создавать заявки. Так же не доступен Моя команда.","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1339,не могу создать заявки в личном кабинете на сотрудника,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1340,В личном кабинете директора не отображается список сотрудников и отпуска сотрудников.,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1341,"Не работает личный кабинет, нет привязки к команде, не могу создать заявку на сотрудника","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1342,"НЕ ПРОГРУЖЕНА КОМАНДА МАГАЗИНА,НЕ МОГУ СОЗДАТЬ ЗАЯВКУ","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1343,не отображается в личный кабинет список моя команда,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1344,В личный кабинет не отображаются сотрудника с магазина совмещения,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1345,Не полный доступ в личном кабинете Директора магазина,"Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1346,"В личный кабинет отсутствует кнопка , передача в АРХИВ документов","Если в ""команде"" нет подчиненных сотрудников просьба обратиться в поддержку для корректировки",табель,faq
1347,После перевода сотрудников на другую должность (с менеджеров по претензиям на менеджеров экспертизы потерь в логистике) не могу зайти в веб-табель для проставления смен. Выходит ошибка привязки табельщика к орг. единице.,"Для присвоения роли табельщика создайте, пожалуйста, заявку по теме «Табельный учет. Работа с табелем/графиком по собственному персоналу», подтема: «Присвоение роли табельщика».",табель,faq
1348,мне нужно присвоить роль табельщика?,"Для присвоения роли табельщика создайте, пожалуйста, заявку по теме «Табельный учет. Работа с табелем/графиком по собственному персоналу», подтема: «Присвоение роли табельщика».",табель,faq
1349,получить роль табельщика,"Для присвоения роли табельщика создайте, пожалуйста, заявку по теме «Табельный учет. Работа с табелем/графиком по собственному персоналу», подтема: «Присвоение роли табельщика».",табель,faq
1350,как мне получить роль табельщика,"Для присвоения роли табельщика создайте, пожалуйста, заявку по теме «Табельный учет. Работа с табелем/графиком по собственному персоналу», подтема: «Присвоение роли табельщика».",табель,faq
1351,Как присвоить роль табельщика?,"Для присвоения роли табельщика создайте, пожалуйста, заявку по теме «Табельный учет. Работа с табелем/графиком по собственному персоналу», подтема: «Присвоение роли табельщика».",табель,faq
1352,хочу стать табельщиком,"Для присвоения роли табельщика создайте, пожалуйста, заявку по теме «Табельный учет. Работа с табелем/графиком по собственному персоналу», подтема: «Присвоение роли табельщика».",табель,faq
1353,не могу создать заявку на корректировку табеля в закрытом периоде,"Для внесения изменений в табель необходимо создать заявку в разделе ""Заявки"" по теме ""Табель/график/рабочее время"", выбрав подтему ""Корректировка табеля в прошлом периоде"".",табель,faq
